rank,property_id,address,latitude,longitude,price,currency,bathrooms,bedrooms,area,land_area,zestimate,rent_zestimate,days_on_zillow,sold_date,is_zillow_owned,image,listing_type,broker_name,input,property_url,listing_url
715,76720469,"1037 Brookview Dr, De Witt, IA 52742",41.832455,-90.546714,259000,USD,3,3,1576.0 sqft,,244900,1428,3,,FALSE,https://photos.zillowstatic.com/fp/2418f5fb2abcfb7e387d926c6dcf9a5c-p_e.jpg,House for sale,Ruhl&Ruhl REALTORS DeWitt,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1037-Brookview-Dr-De-Witt-IA-52742/76720469_zpid/,https://www.zillow.com/homes/IA_rb/18_p/
405,803570,"4516 Hickman Rd, Des Moines, IA 50310",41.614543,-93.679913,149900,USD,1,2,780.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/5db62895efe35e3d6947a24307c04dda-p_e.jpg,House for sale,Coldwell Banker Mid America,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/4516-Hickman-Rd-Des-Moines-IA-50310/803570_zpid/,https://www.zillow.com/homes/IA_rb/11_p/
26,2067954551,"30-13 37, Astoria, NY 11103",40.76419,-73.916796,1699000,USD,3,4,1300.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/e0ecc1add742ff4bad010ed52141ecc7-p_e.jpg,New construction,Listing by: NY Space Finders Inc,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/30-13-37-Astoria-NY-11103/2067954551_zpid/,https://www.zillow.com/homes/NY_rb/
143,71768844,"20 NE Gracewood Dr, Waukee, IA 50263",41.621332,-93.871791,419900,USD,3,4,1571.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/3645de1f48381228b2d1936f18312def-p_e.jpg,House for sale,RE/MAX Precision,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/20-NE-Gracewood-Dr-Waukee-IA-50263/71768844_zpid/,https://www.zillow.com/homes/IA_rb/4_p/
672,2067971046,"211-30 99th Ave, Queens, NY 11429",40.711009,-73.740301,899000,USD,3,4,,,,,0,,FALSE,https://photos.zillowstatic.com/fp/6486ddd178642b36f06561db181f7cd0-p_e.jpg,Multi-family home for sale,Listing by: Idan Nadlan LLC,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/211-30-99th-Ave-Queens-NY-11429/2067971046_zpid/,https://www.zillow.com/homes/NY_rb/17_p/
697,331628351,"2116 Daleside Ln, Austin, TX 78754",30.359763,-97.664039,403990,USD,2,3,1366.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/34a107cb4ea3236d97b28fbabd2345b1-p_e.jpg,Active,D R Horton Custom Homes,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/2116-Daleside-Ln-Austin-TX-78754/331628351_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
392,87009993,"216 S 4th St, Winterset, IA 50273",41.332888,-94.010055,175000,USD,2,3,852.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/dd5ec198ee3325bc63ee859876cb4639-p_e.jpg,House for sale,"Homefront Real Estate, LLC",https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/216-S-4th-St-Winterset-IA-50273/87009993_zpid/,https://www.zillow.com/homes/IA_rb/10_p/
696,29494313,"5412 Peppertree Pkwy, Austin, TX 78744",30.196672,-97.75334,439000,USD,2,3,1183.0 sqft,,292800,1649,0,,FALSE,https://photos.zillowstatic.com/fp/f8d6d366139d282c232de99f5937323d-p_e.jpg,Active,"Better Real Estate, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/5412-Peppertree-Pkwy-Austin-TX-78744/29494313_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
627,215721763,"2413 Swain Hill Rd, Swain, NY 14884",42.475559,-77.860778,165900,USD,2,3,1380.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/314ed2724d478236610e7d9f26308117-p_e.jpg,House for sale,Listing by: Howard Hanna,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/2413-Swain-Hill-Rd-Swain-NY-14884/215721763_zpid/,https://www.zillow.com/homes/NY_rb/16_p/
337,32634356,"210 Tremont Rd, Lindenhurst, NY 11757",40.708271,-73.379775,449000,USD,2,4,,,438700,2199,0,,FALSE,https://photos.zillowstatic.com/fp/5dc46dddd0dbcddedcdf6b1c4373172f-p_e.jpg,Coming soon,Listing by: Signature Premier Properties,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/210-Tremont-Rd-Lindenhurst-NY-11757/32634356_zpid/,https://www.zillow.com/homes/NY_rb/9_p/
771,27958461,"10103 Alfred Ln, Houston, TX 77041",29.853879,-95.542614,100000,USD,1,2,744.0 sqft,,98900,850,0,,FALSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.853879,-95.542614&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=AxAHnLfdeMXr6Dvqh36BL_XmShk=",House for sale,Umbrella Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/10103-Alfred-Ln-Houston-TX-77041/27958461_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
208,55297014,"1419 Sheffield Rd, Seguin, TX 78155",29.469744,-97.928504,170000,USD,2,3,1681.0 sqft,,193900,1114,0,,FALSE,https://photos.zillowstatic.com/fp/a8bea103b7bcc73bf095117c1d0e6d59-p_e.jpg,Home for sale,"eXp Realty, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1419-Sheffield-Rd-Seguin-TX-78155/55297014_zpid/,https://www.zillow.com/homes/TX_rb/6_p/
196,2072312674,"1000 McIntosh Dr NE, Bondurant, IA 50035",,,373325,USD,2,3,1491.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/eab6c61db1fad56f93fb8ce20cd39822-p_e.jpg,New construction,RE/MAX Precision,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1000-McIntosh-Dr-NE-Bondurant-IA-50035/2072312674_zpid/,https://www.zillow.com/homes/IA_rb/5_p/
603,2067963195,"21-56 80th St #2, East Elmhurst, NY 11370",40.769229,-73.89004,1199000,USD,3,5,,,,,0,,FALSE,https://photos.zillowstatic.com/fp/1f12c388f83d49a09031196ef4dbd127-p_e.jpg,Multi-family home for sale,Listing by: Metropolis International Realty Inc.,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/21-56-80th-St-2-East-Elmhurst-NY-11370/2067963195_zpid/,https://www.zillow.com/homes/NY_rb/16_p/
268,26787327,"3434 Bogata Pl, Dallas, TX 75220",32.875087,-96.863092,425000,USD,2,4,2632.0 sqft,,251100,3058,0,,FALSE,https://photos.zillowstatic.com/fp/44c0e21fae1bca8368b45d3501ef5966-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3434-Bogata-Pl-Dallas-TX-75220/26787327_zpid/,https://www.zillow.com/homes/TX_rb/7_p/
798,28959707,"918 Harwood Rd, Bedford, TX 76021",32.853561,-97.153959,250000,USD,2,2,1339.0 sqft,,233000,1641,0,,FALSE,https://photos.zillowstatic.com/fp/1e4b43538ad6c2cff2a0493967e29fd2-p_e.jpg,Multi-family home for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/918-Harwood-Rd-Bedford-TX-76021/28959707_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
85,2067963227,"5 S 5th St, Eldridge, IA 52748",41.655113,-90.588788,416162,USD,2,3,1817.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/6e4c2b9046fc5084646e4f6dddb2a26a-p_e.jpg,New construction,New Home Sonar LLC,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/5-S-5th-St-Eldridge-IA-52748/2067963227_zpid/,https://www.zillow.com/homes/IA_rb/3_p/
324,30089534,"14 Townsend Ext, Lagrangeville, NY 12540",41.630585,-73.741572,275000,USD,1,2,1536.0 sqft,,322000,2511,0,,FALSE,https://photos.zillowstatic.com/fp/65b93488a5e05dab14b17e064f7a8a3c-p_e.jpg,House for sale,Listing by: Houlihan Lawrence Inc. Ef,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/14-Townsend-Ext-Lagrangeville-NY-12540/30089534_zpid/,https://www.zillow.com/homes/NY_rb/9_p/
437,29609468,"8414 Sea Ash Cir, Round Rock, TX 78681",30.520596,-97.725725,597000,USD,3,4,3106.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/ebb8da35d1dda10356f3a43c3a8648b1-p_e.jpg,Active,M.E. 'Gene' Johnson REALTY,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/8414-Sea-Ash-Cir-Round-Rock-TX-78681/29609468_zpid/,https://www.zillow.com/homes/TX_rb/11_p/
408,2140075326,"700 Shore Rd APT 3F, Long Beach, NY 11561",40.583741,-73.643177,439000,USD,1,1,950.0 sqft,,,2543,0,,FALSE,https://photos.zillowstatic.com/fp/c0d48df65901379ca687a5d878cb32d1-p_e.jpg,Condo for sale,Listing by: Douglas Elliman Real Estate,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/700-Shore-Rd-APT-3F-Long-Beach-NY-11561/2140075326_zpid/,https://www.zillow.com/homes/NY_rb/11_p/
275,80116931,"168 Brickyard Ln, Jarrell, TX 76537",30.807079,-97.607075,250000,USD,2,3,1404.0 sqft,,227100,1845,0,,FALSE,https://photos.zillowstatic.com/fp/d45144d93417e15c5b698411f91b3de6-p_e.jpg,Active,Keller Williams Realty Lone St,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/168-Brickyard-Ln-Jarrell-TX-76537/80116931_zpid/,https://www.zillow.com/homes/TX_rb/7_p/
301,28445243,"4103 Brook Shadow Dr, Kingwood, TX 77345",30.064426,-95.176932,329000,USD,2,3,1903.0 sqft,,272400,1851,0,,FALSE,https://photos.zillowstatic.com/fp/909d836ff611c3538730d47e29e49ce0-p_e.jpg,House for sale,RE/MAX Associates Northeast,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/4103-Brook-Shadow-Dr-Kingwood-TX-77345/28445243_zpid/,https://www.zillow.com/homes/TX_rb/8_p/
680,96533480,"3715 Sistine Mews, Dallas, TX 75236",32.697373,-96.94596,395000,USD,3,4,2467.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/75ce960311c106cb3beb2f5ecfbb6a5a-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3715-Sistine-Mews-Dallas-TX-75236/96533480_zpid/,https://www.zillow.com/homes/TX_rb/17_p/
793,2076480354,"2420 64th St, Brooklyn, NY 11204",40.611271,-73.976009,1299000,USD,6,11,5280.0 sqft,,,1721,0,,FALSE,https://photos.zillowstatic.com/fp/7264066b6ef2170c1ebf7256f9dadd76-p_e.jpg,Multi-family home for sale,Listing by: Re/Max Real Estate Professiona,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/2420-64th-St-Brooklyn-NY-11204/2076480354_zpid/,https://www.zillow.com/homes/NY_rb/20_p/
273,31275403,"66 W Windsor Pkwy, Oceanside, NY 11572",40.636137,-73.642944,599000,USD,2,4,,,458400,1653,0,,FALSE,https://photos.zillowstatic.com/fp/cc2c5216c14c628c35cbc36f376b66d8-p_e.jpg,House for sale,Listing by: Sea Coast Realty Inc,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/66-W-Windsor-Pkwy-Oceanside-NY-11572/31275403_zpid/,https://www.zillow.com/homes/NY_rb/7_p/
128,76763517,"2010 Grantwood St, Iowa City, IA 52240",41.637561,-91.507087,227500,USD,2,3,1826.0 sqft,,192000,1232,0,,FALSE,https://photos.zillowstatic.com/fp/5c4fb9d2fd1fe4b796ae42ab12c4f8a3-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2010-Grantwood-St-Iowa-City-IA-52240/76763517_zpid/,https://www.zillow.com/homes/IA_rb/4_p/
720,2067957181,"4901 N 26th Ln, McAllen, TX 78504",26.246357,-98.243303,309900,USD,3,4,1958.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/53eab045eaf3b83db23ad1a6d1287664-p_e.jpg,House for sale,"Exp Realty, Llc",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/4901-N-26th-Ln-McAllen-TX-78504/2067957181_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
794,32326673,"60 S Railroad Ave, Staten Island, NY 10305",40.593996,-74.088982,649999,USD,2,3,1200.0 sqft,,626900,2699,0,,FALSE,https://photos.zillowstatic.com/fp/2c2b0aa352c4e928b755f42e30162036-p_e.jpg,House for sale,Listing by: RE/MAX Elite,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/60-S-Railroad-Ave-Staten-Island-NY-10305/32326673_zpid/,https://www.zillow.com/homes/NY_rb/20_p/
269,67200059,"1119 South St, Burlington, IA 52601",40.795281,-91.110583,84900,USD,1,3,1654.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/fc5d8d15f37cc71421855c7e45a0e41e-p_e.jpg,House for sale,Ruhl & Ruhl Real Estate,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1119-South-St-Burlington-IA-52601/67200059_zpid/,https://www.zillow.com/homes/IA_rb/7_p/
687,59333891,"22 Carson Ln, Medford, NY 11763",40.803004,-72.960056,485000,USD,3,4,1734.0 sqft,,428100,2592,0,,FALSE,https://photos.zillowstatic.com/fp/ef0916b06f4d06372f89979ecab4ebc9-p_e.jpg,Coming soon,Listing by: Coldwell Banker American Homes,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/22-Carson-Ln-Medford-NY-11763/59333891_zpid/,https://www.zillow.com/homes/NY_rb/18_p/
389,52784072,"1000 S McColl Rd, McAllen, TX 78501",26.191738,-98.214884,350000,USD,,,,0.58 acres,,1764,0,,FALSE,https://photos.zillowstatic.com/fp/47bab1ec5c0e96622b3dcbb6ead52aaf-p_e.jpg,Lot / Land for sale,Re/Max Hacienda,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1000-S-McColl-Rd-McAllen-TX-78501/52784072_zpid/,https://www.zillow.com/homes/TX_rb/10_p/
647,29609678,"9401 Altona Way, Austin, TX 78717",30.487774,-97.762445,679900,USD,2,3,2347.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/7dae3ed74ad06525c257c165067ed62f-p_e.jpg,Active,Watters International Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/9401-Altona-Way-Austin-TX-78717/29609678_zpid/,https://www.zillow.com/homes/TX_rb/17_p/
129,58578367,"101 Mansion Ave, Staten Island, NY 10308",40.545435,-74.139854,1125000,USD,3,4,2386.0 sqft,,1148100,2186,0,,FALSE,https://photos.zillowstatic.com/fp/7598e2962b571451f22f19816178114a-p_e.jpg,House for sale,Listing by: RE/MAX Elite,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/101-Mansion-Ave-Staten-Island-NY-10308/58578367_zpid/,https://www.zillow.com/homes/NY_rb/4_p/
478,33103224,"8 Granite Springs Rd, Granite Springs, NY 10527",41.313694,-73.74966,800000,USD,4,4,3272.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/f42e16c32aa1a5ca629830f9543dbe86-p_e.jpg,Coming soon,Listing by: Mancini Realty Inc.,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/8-Granite-Springs-Rd-Granite-Springs-NY-10527/33103224_zpid/,https://www.zillow.com/homes/NY_rb/12_p/
47,28264423,"22111 Bucktrout Ln, Katy, TX 77449",29.794459,-95.754587,290000,USD,3,4,2193.0 sqft,,297000,1924,0,,FALSE,https://photos.zillowstatic.com/fp/609616089d70861e7c9ad40433ed2c4c-p_e.jpg,House for sale,"CB&A, Realtors",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/22111-Bucktrout-Ln-Katy-TX-77449/28264423_zpid/,https://www.zillow.com/homes/TX_rb/2_p/
36,93831985,"135 5th St N, Winthrop, IA 50682",42.473329,-91.736479,134900,USD,2,2,2100.0 sqft,,125600,1099,0,,FALSE,https://photos.zillowstatic.com/fp/57b2bd018c7b4e07b62e0289d077913b-p_e.jpg,House for sale,Berkshire Hathaway Home Services One Realty Centre,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/135-5th-St-N-Winthrop-IA-50682/93831985_zpid/,https://www.zillow.com/homes/IA_rb/
766,31571964,"707 Nichols St, Utica, NY 13501",43.093243,-75.209889,89900,USD,2,4,1478.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/a50d28a56db3b57f63f008c1f8805546-p_e.jpg,House for sale,Listing by: COLDWELL BANKER FAITH PROPERTIES,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/707-Nichols-St-Utica-NY-13501/31571964_zpid/,https://www.zillow.com/homes/NY_rb/20_p/
540,76723534,"2345 Wallace St, Clinton, IA 52732",41.823329,-90.213615,49900,USD,1,2,765.0 sqft,,47200,771,2,,FALSE,https://photos.zillowstatic.com/fp/1a4c8650877dc53b2052ef131a32e33a-p_e.jpg,House for sale,"Cavanagh Realty, LLC.",https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2345-Wallace-St-Clinton-IA-52732/76723534_zpid/,https://www.zillow.com/homes/IA_rb/14_p/
720,2072797860,"12 Westchester Ave APT 5D, White Plains, NY 10601",41.033901,-73.761811,267900,USD,1,2,1200.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/d0a70581185391c4285689802c6853f1-p_e.jpg,Condo for sale,Listing by: Coldwell Banker Realty,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/12-Westchester-Ave-APT-5D-White-Plains-NY-10601/2072797860_zpid/,https://www.zillow.com/homes/NY_rb/18_p/
247,31320046,"1 Atlantic Ave APT 21, Farmingdale, NY 11735",40.735832,-73.439742,409000,USD,1,2,,,366000,2781,0,,FALSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.735832,-73.439742&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=DI8ojrHrf6keU3mVQxHiPyeQxNE=",Condo for sale,Listing by: Hardscrabble Realty,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/1-Atlantic-Ave-APT-21-Farmingdale-NY-11735/31320046_zpid/,https://www.zillow.com/homes/NY_rb/7_p/
626,2068010662,"4727 Audubon Pl, San Antonio, TX 78217",29.582672,-98.395352,365990,USD,2,3,1567.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/6898e88aa110197607339006ae377f48-p_e.jpg,New construction,"Details Communities, Ltd.",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/4727-Audubon-Pl-San-Antonio-TX-78217/2068010662_zpid/,https://www.zillow.com/homes/TX_rb/16_p/
538,231221401,"320 Dunlap St, Arcadia, IA 51430",42.084445,-95.047149,75000,USD,1,3,2186.0 sqft,,,1050,2,,FALSE,https://photos.zillowstatic.com/fp/e2dc3e06a81e6ebefaef766937bb12a6-p_e.jpg,House for sale,"Denison Realty, LLC",https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/320-Dunlap-St-Arcadia-IA-51430/231221401_zpid/,https://www.zillow.com/homes/IA_rb/14_p/
200,241615515,"512 NE 15th St, Grimes, IA 50111",41.700943,-93.789179,439900,USD,3,4,1519.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/70fcdccaf4bc9a50c923ea3e417329b2-p_e.jpg,New construction,Keller Williams Realty GDM,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/512-NE-15th-St-Grimes-IA-50111/241615515_zpid/,https://www.zillow.com/homes/IA_rb/5_p/
797,2069585229,"Amber 3BR Plan, Quail Run",41.702458,-93.474793,374560,USD,2,3,1509.0 sqft,,,,3,,FALSE,https://photos.zillowstatic.com/fp/78f7a5c595f6c37b7558e750114f4e9e-p_e.jpg,New construction,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/community/quail-run/2069585229_zpid/,https://www.zillow.com/homes/IA_rb/20_p/
502,32699984,"20 Baylor Dr, Smithtown, NY 11787",40.860488,-73.171993,539000,USD,2,3,,,468000,3349,0,,FALSE,https://photos.zillowstatic.com/fp/380c361929f1fc404c9c13264ccedef6-p_e.jpg,House for sale,Listing by: Coach Real Estate Assoc Inc,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/20-Baylor-Dr-Smithtown-NY-11787/32699984_zpid/,https://www.zillow.com/homes/NY_rb/13_p/
120,305343390,"808 Detering St, Houston, TX 77007",29.769428,-95.416201,634000,USD,4,3,2494.0 sqft,,631100,3817,0,,FALSE,https://photos.zillowstatic.com/fp/f612ca318faca10f8f44ba8d0fc6b3c6-p_e.jpg,New construction,Keller Williams Metropolitan,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/808-Detering-St-Houston-TX-77007/305343390_zpid/,https://www.zillow.com/homes/TX_rb/3_p/
734,2067957234,"Terrazzo II Plan, The Highlands Brookstone Collection",30.1519,-95.3219,365999,USD,4,4,2713.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/9706c72cbf09aae57bbe79887e3a99bf-p_e.jpg,New construction,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/community/highlands-brookstone-collection/2067957234_zpid/,https://www.zillow.com/homes/TX_rb/19_p/
212,33037284,"18 Braxmar Dr S, Harrison, NY 10528",40.970137,-73.735855,1999000,USD,4,4,4195.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/b7a0f70fb69e7b7d7d9c72f80f01085d-p_e.jpg,House for sale,Listing by: Houlihan Lawrence Inc.,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/18-Braxmar-Dr-S-Harrison-NY-10528/33037284_zpid/,https://www.zillow.com/homes/NY_rb/6_p/
487,58678508,"21810 Crossglen Ct, Spring, TX 77373",30.033771,-95.336105,245000,USD,2,4,2145.0 sqft,,239800,1860,0,,FALSE,https://photos.zillowstatic.com/fp/319408a5f2614f9f8584b186a67e542f-p_e.jpg,House for sale,REALM Real Estate Professional,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/21810-Crossglen-Ct-Spring-TX-77373/58678508_zpid/,https://www.zillow.com/homes/TX_rb/13_p/
99,27303111,"2206 Redrock Dr, Corinth, TX 76210",33.154412,-97.075309,450000,USD,3,4,2464.0 sqft,,407600,2558,0,,FALSE,https://photos.zillowstatic.com/fp/4473972d9a0f3ced2a3f657f167f3574-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/2206-Redrock-Dr-Corinth-TX-76210/27303111_zpid/,https://www.zillow.com/homes/TX_rb/3_p/
783,2139087293,"15164 20th Rd, Whitestone, NY 11357",40.780101,-73.809799,1498000,USD,5,4,,,1604200,3506,0,,FALSE,https://photos.zillowstatic.com/fp/ae7085af8d1b3a87559ed6a59a296b91-p_e.jpg,House for sale,Listing by: Carollo Real Estate Inc,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/15164-20th-Rd-Whitestone-NY-11357/2139087293_zpid/,https://www.zillow.com/homes/NY_rb/20_p/
229,2067969687,"2504 N Harrison St #1D, Davenport, IA 52803",41.544952,-90.57717,72000,USD,1,2,967.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/13c83a6dceea701804d7a6ab8d3f76d0-p_e.jpg,Condo for sale,Realty One Group Opening Doors,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2504-N-Harrison-St-1D-Davenport-IA-52803/2067969687_zpid/,https://www.zillow.com/homes/IA_rb/6_p/
636,26527790,"3602 Knotty Pine Cir, Pearland, TX 77581",29.542386,-95.231297,365000,USD,3,4,2639.0 sqft,,379800,2441,0,,FALSE,https://photos.zillowstatic.com/fp/e43cb85a817633a378fdeae2d4fae001-p_e.jpg,House for sale,Re/Max Pearland Home Team,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3602-Knotty-Pine-Cir-Pearland-TX-77581/26527790_zpid/,https://www.zillow.com/homes/TX_rb/16_p/
555,2068598333,"Holland Plan, Spring Creek Crossing",41.62644,-93.44695,279990,USD,3,4,2356.0 sqft,,,,2,,FALSE,https://photos.zillowstatic.com/fp/a2f9a6f23f481e49143c001346e952e2-p_e.jpg,New construction,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/community/spring-creek-crossing/2068598333_zpid/,https://www.zillow.com/homes/IA_rb/14_p/
224,29240595,"1240 S Timberline Dr, Benbrook, TX 76126",32.666843,-97.444882,345000,USD,2,3,2136.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/c9ec47b9ca0b1f50467666fd2014f185-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1240-S-Timberline-Dr-Benbrook-TX-76126/29240595_zpid/,https://www.zillow.com/homes/TX_rb/6_p/
740,116380945,"500 NW 9th St, Andrews, TX 79714",32.320591,-102.558249,86000,USD,2,3,1064.0 sqft,,,1214,0,,FALSE,https://photos.zillowstatic.com/fp/b9533d8fa3c106875e3b035f5cf8417a-p_e.jpg,Home for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/500-NW-9th-St-Andrews-TX-79714/116380945_zpid/,https://www.zillow.com/homes/TX_rb/19_p/
215,2072602908,"0 E House St, Alvin, TX 77511",29.418768,-95.243707,796117,USD,,,,7.78 acres,,924,0,,FALSE,https://photos.zillowstatic.com/fp/3540b5c673924b45e3941ab1d2a90087-p_e.jpg,Lot / Land for sale,Keller Williams Metropolitan,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/0-E-House-St-Alvin-TX-77511/2072602908_zpid/,https://www.zillow.com/homes/TX_rb/6_p/
449,31529997,"225 E 46th St APT 12B, New York, NY 10017",40.75294,-73.97143,585000,USD,1,0,482.0 sqft,,,2600,0,,FALSE,https://photos.zillowstatic.com/fp/c61605ce232f13d66303ecf76078e7d2-p_e.jpg,Condo for sale,Listing by: American Homes Group,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/225-E-46th-St-APT-12B-New-York-NY-10017/31529997_zpid/,https://www.zillow.com/homes/NY_rb/12_p/
716,27990467,"6120 Indigo St, Houston, TX 77074",29.685958,-95.499159,160000,USD,2,3,1324.0 sqft,,181400,1684,0,,FALSE,https://photos.zillowstatic.com/fp/cfb9a154ff552143644304913d53ae06-p_e.jpg,House for sale,"RGP Realty Group, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/6120-Indigo-St-Houston-TX-77074/27990467_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
638,2068452351,"17710 Brahman Horn Ct, Hockley, TX 77447",30.029273,-95.797826,283670,USD,3,3,2080.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/94f8b27812b46d2157955e5ea28ab33f-p_e.jpg,New construction,Pulte Homes,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/17710-Brahman-Horn-Ct-Hockley-TX-77447/2068452351_zpid/,https://www.zillow.com/homes/TX_rb/16_p/
